order_id,customer_id,order_date,ship_state,payment_method,device,coupon_applied,order_status,order_value
O011088,C00127,2025-05-17 00:27:44,Kerala,NetBanking,Android,0,delivered,5900.79
O011089,C00377,2024-08-18 15:20:17,Punjab,NetBanking,Android,0,delivered,6346.27
O011090,C01369,2025-02-22 06:15:41,Delhi,COD,Android,1,delivered,1457.28
O011091,C00225,2024-02-25 01:55:18,Rajasthan,COD,Android,0,delivered,7842.54
O011092,C01041,2025-04-09 19:23:02,Madhya Pradesh,COD,Android,0,delivered,3417.87
O011093,C00497,2024-11-29 15:50:58,Jammu & Kashmir,UPI,Android,0,delivered,8101.69
O011094,C00473,2025-05-23 07:24:12,Tamil Nadu,UPI,Android,0,delivered,2409.44
O011095,C01889,2024-04-23 02:30:39,Chhattisgarh,UPI,Android,0,delivered,1673.17
O011096,C01335,2024-02-23 00:40:37,Andhra Pradesh,UPI,Android,0,delivered,2483.21
O011097,C01782,2024-06-02 12:02:25,Jharkhand,COD,Android,1,delivered,2165.64
O011098,C01161,2024-05-09 17:04:28,Chhattisgarh,UPI,Android,0,returned,3082.9
O011099,C00475,2024-01-06 23:06:00,Jammu & Kashmir,NetBanking,Android,0,delivered,1070.76
O011100,C00217,2024-04-25 22:21:32,Delhi,UPI,Android,0,delivered,942.82
O011101,C00196,2025-05-17 10:39:51,Chhattisgarh,UPI,Android,0,delivered,582.22
O011102,C00201,2025-02-28 10:52:49,Kerala,UPI,Android,0,delivered,811.56
O011103,C00366,2025-06-02 03:13:35,Jharkhand,NetBanking,Android,0,returned,6942.74
O011104,C00719,2025-01-09 21:24:51,Uttar Pradesh,Wallet,Android,0,returned,2105.64
O011105,C01552,2024-03-01 15:31:43,Tamil Nadu,Card,Android,1,delivered,3892.13
O011106,C00400,2025-01-19 17:20:40,Rajasthan,UPI,Android,0,delivered,519.74
O011107,C01549,2024-11-27 16:52:06,Karnataka,Wallet,Android,1,delivered,4299.88
O011108,C00590,2024-04-08 14:01:08,Tamil Nadu,UPI,Android,0,delivered,3459.46
O011109,C00214,2024-07-26 11:22:13,Jammu & Kashmir,UPI,Android,0,delivered,2280.66
O011110,C00341,2024-12-07 04:43:12,Chhattisgarh,UPI,Android,1,delivered,1900.34
O011111,C01353,2025-07-05 17:30:27,Tamil Nadu,COD,Android,0,delivered,868.99
O011112,C00959,2025-05-26 11:17:24,Kerala,UPI,Android,0,delivered,3439.23
O011113,C00119,2025-06-05 21:57:25,Chhattisgarh,UPI,Android,1,returned,846.76
O011114,C01449,2024-07-11 12:54:45,Delhi,UPI,Android,1,delivered,4708.95
O011115,C01717,2024-07-31 22:10:28,Kerala,Card,Android,0,delivered,8396.58
O011116,C00836,2025-04-18 21:40:58,West Bengal,COD,Android,0,delivered,5690.8
O011117,C00842,2024-05-18 01:34:06,Maharashtra,UPI,iOS,0,delivered,1239.47
O011118,C00867,2025-01-12 12:47:29,Telangana,NetBanking,Android,1,delivered,4737.79
O011119,C01397,2024-05-25 11:41:04,Andhra Pradesh,UPI,Android,0,delivered,2651.67
O011120,C01673,2025-01-13 05:04:43,Odisha,UPI,Android,0,delivered,5557.76
O011121,C01203,2025-06-22 15:31:55,Gujarat,COD,Android,0,delivered,2615.44
O011122,C01456,2024-10-12 05:27:32,Assam,UPI,Web,0,delivered,1882.5
O011123,C01744,2025-03-23 15:33:07,Assam,UPI,Android,0,delivered,274.81
O011124,C00945,2024-09-22 15:05:10,Bihar,Card,Android,0,returned,3401.05
O011125,C00402,2024-07-06 09:12:33,Odisha,UPI,Android,0,delivered,869.74
O011126,C01418,2024-07-17 17:03:22,Bihar,Card,Android,0,cancelled,3028.35
O011127,C00883,2024-04-22 17:02:15,Kerala,UPI,iOS,1,cancelled,1338.51
O011128,C00566,2024-09-28 06:08:40,Punjab,NetBanking,Android,0,delivered,3940.27
O011129,C01103,2024-08-17 13:01:48,Haryana,COD,Android,0,delivered,1066.78
O011130,C01807,2024-08-03 18:41:50,Haryana,COD,Android,0,delivered,2158.15
O011131,C01931,2024-10-16 08:22:51,Rajasthan,UPI,Android,0,delivered,2264.62
O011132,C00424,2024-02-05 12:47:53,Rajasthan,UPI,Android,0,delivered,9818.1
O011133,C00118,2025-02-17 02:11:12,Assam,COD,iOS,1,cancelled,2010.98
O011134,C00368,2025-04-06 19:04:20,Jammu & Kashmir,UPI,Android,0,delivered,2169.9
O011135,C01130,2024-03-25 09:29:23,Odisha,UPI,iOS,0,delivered,1732.02
O011136,C01129,2024-05-16 13:07:32,Madhya Pradesh,UPI,Android,0,delivered,1045.08
O011137,C01327,2025-01-14 17:16:46,Maharashtra,UPI,Android,0,returned,1898.48
O011138,C00630,2025-05-07 12:47:23,Jammu & Kashmir,NetBanking,Android,0,delivered,2432.36
O011139,C01918,2025-01-23 23:37:38,Andhra Pradesh,NetBanking,Android,0,delivered,987.84
O011140,C01765,2024-03-11 17:05:33,Punjab,UPI,iOS,1,returned,3900.93
O011141,C00148,2024-07-01 08:29:38,Madhya Pradesh,COD,Android,0,delivered,1861.91
O011142,C01890,2024-06-08 14:20:30,Telangana,COD,Android,0,returned,7787.53
O011143,C00150,2025-06-22 08:29:32,Karnataka,NetBanking,Android,1,delivered,4985.08
O011144,C00816,2025-05-28 01:03:44,Tamil Nadu,UPI,Android,0,delivered,4877.51
O011145,C00256,2025-07-02 07:07:12,Odisha,UPI,Android,0,delivered,4538.56
O011146,C00082,2024-10-28 17:10:59,West Bengal,Wallet,Android,0,delivered,104.9
O011147,C00016,2024-07-13 18:53:21,Assam,NetBanking,Web,0,delivered,2655.69
O011148,C00901,2024-12-05 19:19:53,Madhya Pradesh,NetBanking,Android,1,delivered,3687.43
O011149,C00193,2024-11-15 21:44:18,Chhattisgarh,UPI,iOS,0,delivered,2367.84
O011150,C00723,2024-08-12 11:12:39,Karnataka,UPI,Android,0,delivered,2856.05
O011151,C01098,2025-03-29 14:17:51,Karnataka,UPI,Android,0,delivered,4866.68
O011152,C01301,2024-07-02 21:01:03,Kerala,Card,Android,0,delivered,4912.74
O011153,C01085,2024-05-17 13:00:52,Jharkhand,UPI,Android,0,delivered,1559.45
O011154,C00973,2024-10-29 12:34:58,Delhi,NetBanking,Web,0,delivered,3811.37
O011155,C00951,2025-05-14 22:46:01,Karnataka,Card,iOS,0,delivered,7552.31
O011156,C00536,2024-09-21 11:05:08,Jammu & Kashmir,UPI,Web,0,delivered,2228.64
O011157,C01559,2025-03-15 03:33:51,Gujarat,Wallet,Android,0,delivered,1533.33
O011158,C00343,2024-08-27 03:59:14,Delhi,UPI,Android,0,delivered,2268.33
O011159,C00395,2024-09-29 05:19:40,Haryana,UPI,Android,0,delivered,3173.62
O011160,C00943,2024-05-13 15:52:14,Delhi,COD,Android,0,delivered,7113.24
O011161,C00258,2025-01-29 18:43:19,Jharkhand,UPI,Android,1,delivered,3981.74
O011162,C01222,2024-04-22 05:47:43,Andhra Pradesh,UPI,Android,0,cancelled,3329.45
O011163,C00053,2025-05-14 16:59:44,Madhya Pradesh,COD,Android,0,delivered,2167.11
O011164,C00651,2025-06-03 10:49:39,Gujarat,COD,Android,0,delivered,3106.9
O011165,C00271,2024-01-12 05:33:09,Jammu & Kashmir,UPI,Android,0,delivered,4941.8
O011166,C00201,2024-04-02 03:53:57,Kerala,UPI,Android,1,delivered,5320.05
O011167,C00396,2025-06-05 10:43:41,Telangana,UPI,Android,0,delivered,5725.17
O011168,C00378,2024-08-26 08:20:09,Andhra Pradesh,Card,Android,0,delivered,1380.2
O011169,C01915,2024-08-27 06:59:38,Andhra Pradesh,COD,Android,0,cancelled,2785.32
O011170,C00676,2025-03-12 03:02:50,West Bengal,COD,Android,0,delivered,1312.72
O011171,C01628,2024-04-28 11:18:36,Chhattisgarh,UPI,Android,1,delivered,3536.38
O011172,C00535,2024-09-13 06:22:30,West Bengal,COD,Android,0,delivered,7153.72
O011173,C00923,2025-03-19 04:27:06,Bihar,COD,iOS,0,delivered,87.46
O011174,C01112,2024-10-26 15:43:34,Jharkhand,UPI,Android,0,delivered,3777.04
O011175,C00398,2024-10-06 21:34:29,Assam,COD,Android,0,returned,4156.27
O011176,C01206,2024-03-24 03:28:56,West Bengal,UPI,Android,0,delivered,3290.86
O011177,C00867,2025-02-11 20:11:55,Telangana,COD,Android,1,delivered,878.8
O011178,C01307,2025-04-20 06:03:03,Telangana,Card,Android,1,delivered,2037.29
O011179,C01557,2024-11-24 04:52:06,Maharashtra,UPI,Android,0,delivered,3187.9
O011180,C00561,2025-03-06 17:21:18,Gujarat,COD,Android,0,delivered,3605.64
O011181,C00190,2024-04-21 01:47:39,Odisha,COD,Android,1,delivered,2326.01
O011182,C00205,2025-01-29 23:04:47,Jharkhand,Card,Web,0,delivered,8139.82
O011183,C00968,2024-06-23 07:55:12,Jharkhand,UPI,Android,0,returned,3690.1
O011184,C00044,2025-05-18 17:07:21,Rajasthan,Card,Android,0,delivered,1169.4
O011185,C01004,2024-07-26 11:05:59,Chhattisgarh,NetBanking,Web,0,delivered,1613.55
O011186,C01324,2024-06-17 23:19:27,Uttar Pradesh,COD,Android,0,cancelled,1657.11
O011187,C01019,2024-12-23 17:09:00,Andhra Pradesh,UPI,Android,1,cancelled,381.27
O011188,C00640,2024-02-03 05:40:42,West Bengal,COD,Android,1,cancelled,1215.68
O011189,C00994,2024-10-17 12:22:04,West Bengal,UPI,Web,1,delivered,2801.52
O011190,C00701,2024-08-20 02:15:04,Odisha,UPI,iOS,0,delivered,2099.82
O011191,C01706,2025-03-04 01:42:54,West Bengal,COD,Android,0,delivered,7423.82
O011192,C01303,2024-08-05 01:39:32,Karnataka,COD,Android,0,delivered,2834.72
O011193,C00713,2024-06-07 18:12:31,Chhattisgarh,UPI,Android,1,delivered,468.8
O011194,C01409,2024-03-19 18:55:18,Gujarat,COD,Android,0,delivered,5438.25
O011195,C00637,2025-04-22 15:32:56,Jammu & Kashmir,Card,Android,0,cancelled,1287.64
O011196,C00804,2024-04-06 04:18:25,Maharashtra,UPI,Android,0,delivered,4997.33
O011197,C00311,2024-08-05 03:33:55,Jammu & Kashmir,COD,Android,1,delivered,1203.4
O011198,C00878,2025-02-01 17:23:23,Odisha,COD,Android,1,delivered,2700.94
O011199,C01552,2024-05-15 16:14:47,Tamil Nadu,UPI,Android,0,delivered,920.65
O011200,C00857,2024-04-04 01:24:52,West Bengal,UPI,iOS,1,delivered,4982.04
O011201,C00274,2024-04-04 16:22:34,Madhya Pradesh,COD,Android,0,delivered,6525.18
O011202,C01506,2024-04-13 21:54:58,West Bengal,UPI,Android,1,delivered,443.92
O011203,C01830,2024-06-03 07:16:36,Chhattisgarh,COD,iOS,1,delivered,5208.87
O011204,C01475,2024-03-20 03:42:23,Jharkhand,COD,Android,1,delivered,2821.74
O011205,C01556,2024-09-23 10:13:48,Chhattisgarh,COD,Android,0,delivered,2586.18
O011206,C00531,2025-05-15 18:23:31,Tamil Nadu,UPI,Android,0,delivered,5845.85
O011207,C01549,2024-08-27 20:07:25,Karnataka,COD,Web,0,delivered,2504.67
O011208,C00017,2025-03-24 08:44:10,West Bengal,UPI,Android,1,delivered,7583.96
O011209,C00718,2025-01-19 12:55:01,Andhra Pradesh,COD,iOS,1,delivered,1466.0
O011210,C01054,2025-01-31 05:23:01,Jharkhand,UPI,Android,0,delivered,3384.84
O011211,C00470,2025-06-22 00:17:07,Andhra Pradesh,Wallet,Android,0,cancelled,4434.06
O011212,C00811,2024-08-01 15:07:42,Delhi,NetBanking,Android,1,delivered,6182.48
O011213,C01328,2024-06-30 08:50:42,Assam,UPI,Android,0,delivered,5455.38
O011214,C00555,2024-04-27 05:08:25,Odisha,NetBanking,Android,1,delivered,5907.05
O011215,C00093,2025-06-14 12:56:21,Karnataka,COD,iOS,0,delivered,1250.9
O011216,C00882,2025-04-02 01:01:25,Chhattisgarh,UPI,Android,1,delivered,3150.09
O011217,C00578,2024-01-12 10:47:13,Bihar,Card,Android,1,delivered,4222.56
O011218,C00631,2024-11-02 15:05:01,Kerala,COD,Android,0,delivered,2712.78
O011219,C00821,2024-05-14 20:45:29,Karnataka,UPI,iOS,1,delivered,938.38
O011220,C00584,2025-01-10 16:18:16,Jammu & Kashmir,NetBanking,iOS,0,delivered,2222.57
O011221,C00846,2024-08-25 15:32:31,Assam,UPI,Android,0,delivered,760.59
O011222,C01186,2024-08-21 06:13:45,Kerala,COD,iOS,0,delivered,3968.31
O011223,C01997,2025-03-28 19:40:12,Telangana,UPI,Android,0,delivered,1806.36
O011224,C00842,2024-05-13 20:46:02,Maharashtra,COD,Android,0,delivered,1584.92
O011225,C00328,2025-02-07 05:10:51,Rajasthan,UPI,iOS,0,delivered,3704.07
O011226,C01991,2024-03-24 23:36:38,Delhi,COD,iOS,0,delivered,1060.23
O011227,C01805,2024-11-14 04:33:03,Karnataka,COD,Android,1,returned,1630.59
O011228,C00730,2024-12-21 13:17:21,Kerala,UPI,Android,0,delivered,7343.62
O011229,C00254,2025-04-02 20:04:45,West Bengal,UPI,Android,0,delivered,8223.29
O011230,C01464,2024-02-06 19:30:16,Assam,COD,Android,0,delivered,3638.7
O011231,C00571,2024-06-09 13:23:21,Assam,UPI,Android,0,delivered,7371.71
O011232,C00544,2024-07-30 22:36:42,Tamil Nadu,COD,Android,0,delivered,7281.16
O011233,C00851,2025-02-05 11:57:04,West Bengal,UPI,Android,0,delivered,1324.98
O011234,C00120,2025-02-11 22:18:54,Kerala,UPI,Android,0,cancelled,5349.29
O011235,C00975,2025-06-13 19:30:40,Odisha,NetBanking,Android,1,delivered,5516.21
O011236,C00822,2025-05-25 01:42:15,Maharashtra,NetBanking,Android,0,delivered,4349.77
O011237,C00514,2024-07-04 03:21:30,Punjab,Card,Android,0,delivered,3381.91
O011238,C01654,2024-12-30 20:19:01,Jharkhand,NetBanking,Android,1,returned,328.06
O011239,C01573,2024-06-26 07:47:53,Chhattisgarh,UPI,Web,0,delivered,2142.33
O011240,C00979,2025-01-16 01:19:39,West Bengal,UPI,Android,0,delivered,6371.23
O011241,C00097,2025-05-03 04:11:34,Tamil Nadu,UPI,iOS,1,delivered,2612.99
O011242,C00871,2025-06-22 16:07:49,Chhattisgarh,Card,Android,0,delivered,7419.95
O011243,C01394,2025-07-09 05:36:15,Madhya Pradesh,COD,Android,0,delivered,3452.63
O011244,C01441,2024-08-01 12:28:17,Uttar Pradesh,UPI,iOS,0,delivered,1109.1
O011245,C00257,2024-06-02 09:26:26,Chhattisgarh,COD,Android,1,delivered,6702.52
O011246,C00128,2024-12-19 01:43:35,Karnataka,COD,Android,0,delivered,7340.09
O011247,C01383,2024-07-17 17:21:23,Uttar Pradesh,UPI,Android,0,delivered,1759.66
O011248,C01180,2024-11-14 21:45:32,Jharkhand,UPI,Android,0,delivered,5580.59
O011249,C01681,2024-05-07 14:49:59,Andhra Pradesh,UPI,iOS,0,delivered,1780.68
O011250,C00057,2024-04-23 20:03:29,West Bengal,Card,Android,1,delivered,7841.51
O011251,C00582,2024-06-10 19:10:14,Tamil Nadu,UPI,Android,1,delivered,2301.75
O011252,C01972,2025-04-02 07:53:22,Maharashtra,COD,iOS,1,cancelled,6462.05
O011253,C00556,2025-01-21 20:38:25,Punjab,Card,Android,0,delivered,4956.63
O011254,C00724,2024-06-06 03:16:20,Jharkhand,NetBanking,Android,0,delivered,264.35
O011255,C01711,2025-03-12 15:43:13,Andhra Pradesh,UPI,Android,1,delivered,606.2
O011256,C00653,2024-08-01 20:38:39,West Bengal,UPI,Android,1,delivered,673.52
O011257,C01100,2025-07-07 14:44:25,Jammu & Kashmir,Wallet,Android,1,delivered,5098.0
O011258,C00158,2024-07-07 02:01:24,Gujarat,UPI,Android,0,delivered,5757.24
O011259,C00085,2025-02-14 14:26:42,Chhattisgarh,COD,Android,0,delivered,4791.72
O011260,C00322,2024-03-19 15:41:12,Assam,NetBanking,Android,0,delivered,3328.53
O011261,C00309,2024-10-06 11:22:17,Uttar Pradesh,NetBanking,Android,0,delivered,5013.8
O011262,C01554,2025-03-28 19:39:56,Assam,UPI,Android,0,delivered,4250.64
O011263,C00284,2025-02-19 17:27:05,Chhattisgarh,COD,Android,0,delivered,1110.85
O011264,C01924,2024-12-10 16:20:58,Uttar Pradesh,UPI,Android,0,delivered,5318.95
O011265,C01066,2024-04-21 10:34:14,Kerala,Card,iOS,1,delivered,962.76
O011266,C01003,2024-09-04 10:23:29,Chhattisgarh,COD,Android,1,delivered,2582.78
O011267,C01918,2024-04-19 23:06:58,Andhra Pradesh,COD,Android,1,delivered,546.67
O011268,C01909,2024-04-29 13:52:27,Gujarat,UPI,Android,1,cancelled,5401.85
O011269,C00134,2024-09-13 15:14:34,Chhattisgarh,NetBanking,Android,1,delivered,4659.72
O011270,C00614,2024-04-17 01:46:25,Bihar,UPI,Android,0,delivered,4279.13
O011271,C00649,2025-03-06 00:07:53,Gujarat,NetBanking,Android,1,delivered,1195.35
O011272,C01428,2024-01-27 03:23:28,Haryana,Card,iOS,0,delivered,8327.7
O011273,C01517,2025-06-03 13:16:18,Punjab,UPI,Android,1,delivered,4988.43
O011274,C01246,2024-10-06 17:50:11,Chhattisgarh,COD,Android,0,delivered,5440.56
O011275,C00229,2025-02-06 20:46:57,Assam,COD,Android,1,returned,1826.86
O011276,C01830,2024-01-24 22:22:56,Chhattisgarh,UPI,Android,0,delivered,2538.78
O011277,C01476,2024-01-01 21:02:00,West Bengal,UPI,Android,0,delivered,4861.55
O011278,C00998,2024-01-20 20:54:45,Punjab,COD,Android,1,delivered,3093.51
O011279,C01330,2025-01-15 10:56:55,Madhya Pradesh,UPI,Android,0,delivered,1762.68
O011280,C01852,2025-01-13 06:07:46,Andhra Pradesh,NetBanking,iOS,0,delivered,2365.74
O011281,C01933,2024-05-23 10:20:23,Rajasthan,COD,Android,1,delivered,5624.88
O011282,C00119,2024-11-11 22:48:58,Chhattisgarh,UPI,Android,0,delivered,4331.88
O011283,C01635,2025-07-27 20:03:20,Uttar Pradesh,UPI,Android,0,delivered,3629.37
O011284,C01886,2024-02-16 05:40:22,Odisha,COD,Android,1,delivered,1667.9
O011285,C00938,2024-12-24 20:52:51,Kerala,Wallet,Android,0,delivered,1640.5
O011286,C00324,2025-06-12 05:44:21,Tamil Nadu,COD,iOS,1,delivered,8668.9
O011287,C00921,2025-04-20 19:13:53,Kerala,Card,Android,0,delivered,4435.79
O011288,C00159,2025-02-09 00:37:21,Maharashtra,COD,Android,0,delivered,8068.75
O011289,C00239,2024-09-07 00:07:06,West Bengal,Card,Android,1,delivered,3851.58
O011290,C00396,2025-06-23 20:53:36,Telangana,Card,Android,1,delivered,6688.0
O011291,C00320,2025-01-04 08:41:29,Jammu & Kashmir,COD,Web,0,delivered,4383.64
O011292,C01871,2024-04-02 04:59:42,Bihar,COD,Android,0,delivered,3870.6
O011293,C01213,2025-02-13 15:33:06,Uttar Pradesh,UPI,Android,0,delivered,8115.76
O011294,C00309,2025-04-23 20:17:11,Uttar Pradesh,Card,Android,0,delivered,8865.66
O011295,C00249,2025-06-30 11:44:42,Gujarat,Wallet,Android,1,returned,3612.25
O011296,C00538,2024-09-28 07:26:58,Madhya Pradesh,COD,Android,1,cancelled,881.82
O011297,C00701,2025-07-20 08:43:46,Odisha,UPI,Android,0,returned,6914.35
O011298,C01530,2025-07-07 00:33:04,Maharashtra,NetBanking,Android,0,returned,2206.53
O011299,C00394,2025-06-09 10:54:15,Assam,UPI,Android,1,returned,2473.44
O011300,C00652,2024-04-14 01:25:00,West Bengal,COD,Android,1,delivered,2945.82
O011301,C01018,2024-08-24 11:25:17,Bihar,UPI,iOS,0,delivered,1788.58
O011302,C00406,2024-01-20 22:51:21,Madhya Pradesh,Wallet,Android,1,delivered,652.38
O011303,C01000,2024-02-01 17:46:01,Karnataka,COD,Android,1,delivered,13032.13
O011304,C01205,2024-05-24 08:56:05,Rajasthan,UPI,iOS,0,delivered,4991.11
O011305,C00021,2024-01-19 11:54:15,Jharkhand,UPI,Android,0,delivered,1847.93
O011306,C01699,2024-05-01 19:06:26,Assam,UPI,Android,1,returned,2717.94
O011307,C01607,2024-12-17 02:10:45,Telangana,COD,Android,1,returned,2820.92
O011308,C01618,2024-09-30 07:42:54,Bihar,UPI,Web,1,delivered,6622.78
O011309,C00155,2024-01-13 22:57:47,Chhattisgarh,UPI,iOS,1,delivered,2020.44
O011310,C01852,2024-11-13 22:21:37,Andhra Pradesh,NetBanking,iOS,0,delivered,197.5
O011311,C00867,2024-11-01 16:03:14,Telangana,UPI,Web,1,delivered,8006.52
O011312,C00559,2025-02-14 19:55:56,Jammu & Kashmir,COD,Android,0,delivered,2370.8
O011313,C00194,2024-12-27 07:06:11,Bihar,UPI,iOS,0,delivered,4155.25
O011314,C01248,2024-01-29 11:24:24,Odisha,UPI,Android,0,delivered,6739.57
O011315,C00399,2024-08-17 14:13:31,Punjab,COD,Android,0,delivered,2792.65
O011316,C01773,2024-11-13 01:19:15,Punjab,COD,Android,0,delivered,5240.87
O011317,C00280,2024-05-16 15:36:06,Jharkhand,UPI,Android,0,delivered,1101.66
O011318,C00980,2024-03-11 13:10:31,Tamil Nadu,UPI,Android,1,delivered,484.05
O011319,C01034,2024-12-21 08:31:48,Rajasthan,UPI,Android,0,delivered,4136.9
O011320,C01400,2024-08-04 20:17:50,Karnataka,UPI,Android,0,returned,1654.16
O011321,C00472,2024-01-28 05:12:42,Bihar,UPI,Android,1,returned,576.71
O011322,C00152,2024-06-13 10:43:32,Tamil Nadu,UPI,Web,0,delivered,3573.21
O011323,C01880,2024-06-10 09:53:58,Kerala,COD,Android,1,delivered,3115.02
O011324,C01640,2024-10-07 15:27:14,Haryana,UPI,Android,0,cancelled,5947.0
O011325,C01148,2025-04-17 03:32:45,Odisha,COD,Android,0,delivered,1702.66
O011326,C01721,2025-04-21 02:28:54,West Bengal,COD,Android,0,delivered,2520.26
O011327,C00802,2024-02-11 21:45:35,Gujarat,UPI,Android,0,delivered,4856.91
O011328,C00553,2025-02-09 02:24:43,Maharashtra,COD,iOS,1,delivered,3410.34
O011329,C01448,2025-02-17 15:31:09,Telangana,COD,iOS,1,delivered,5458.61
O011330,C01547,2025-04-23 15:33:04,Gujarat,UPI,Android,0,delivered,1486.79
O011331,C00730,2024-08-27 14:33:55,Kerala,UPI,Web,1,delivered,4856.13
O011332,C00513,2025-03-27 15:52:21,Madhya Pradesh,COD,iOS,0,delivered,5562.53
O011333,C01950,2024-03-10 11:28:53,Uttar Pradesh,COD,iOS,0,delivered,8161.98
O011334,C01013,2024-08-23 17:34:01,Assam,NetBanking,Android,1,delivered,1305.52
O011335,C00171,2024-09-16 05:54:31,West Bengal,COD,Web,1,delivered,3207.08
O011336,C00850,2025-05-05 20:45:47,Punjab,NetBanking,Android,0,delivered,1282.4
O011337,C00794,2025-02-14 23:10:24,Chhattisgarh,UPI,iOS,0,delivered,2927.55
O011338,C01589,2024-03-10 08:10:30,West Bengal,UPI,Android,0,delivered,1859.98
O011339,C00125,2024-01-19 20:09:01,Madhya Pradesh,UPI,Android,0,delivered,4344.02
O011340,C00175,2024-05-18 09:05:39,Kerala,UPI,iOS,0,delivered,1219.76
O011341,C00504,2024-03-11 03:26:36,Kerala,UPI,iOS,0,delivered,1910.34
O011342,C01801,2024-06-17 09:38:13,Haryana,Wallet,Android,0,delivered,2022.34
O011343,C01801,2025-02-15 11:23:37,Haryana,COD,Android,1,delivered,5176.33
O011344,C01409,2025-06-27 13:08:29,Gujarat,Wallet,Android,0,delivered,4158.88
O011345,C00711,2025-05-28 22:24:56,Tamil Nadu,COD,Android,0,delivered,1432.02
O011346,C01792,2024-12-28 06:09:06,Chhattisgarh,COD,Android,1,returned,4144.69
O011347,C01708,2024-09-13 17:42:47,West Bengal,UPI,Android,0,delivered,1358.28
O011348,C01595,2025-01-27 16:10:58,Delhi,COD,Android,0,cancelled,1265.43
O011349,C01976,2024-09-19 07:10:25,Assam,UPI,Android,0,delivered,1413.68
O011350,C00106,2024-04-06 05:28:40,Uttar Pradesh,UPI,Android,1,delivered,2706.82
O011351,C01971,2024-02-01 21:03:25,Punjab,UPI,Android,0,delivered,4567.63
O011352,C01661,2024-12-04 22:38:23,Andhra Pradesh,Card,Android,0,delivered,7353.86
O011353,C00528,2024-04-02 12:32:12,Kerala,Card,Android,0,delivered,1211.46
O011354,C00038,2024-11-13 11:09:05,Delhi,NetBanking,Android,0,delivered,4139.3
O011355,C00395,2024-07-01 11:16:59,Haryana,Card,Android,0,delivered,1214.56
O011356,C01779,2024-04-17 13:23:00,Delhi,COD,Android,1,delivered,3892.78
O011357,C00921,2025-07-18 08:29:09,Kerala,Card,Android,0,delivered,6753.11
O011358,C00477,2024-04-09 10:30:19,Telangana,UPI,Android,0,delivered,618.0
O011359,C01491,2024-03-17 05:35:18,Jammu & Kashmir,UPI,Android,1,delivered,2001.46
O011360,C00722,2024-02-01 22:01:32,Bihar,COD,Web,1,returned,1046.11
O011361,C01529,2024-11-05 19:50:30,Andhra Pradesh,UPI,iOS,0,delivered,542.23
O011362,C00315,2024-01-14 12:23:07,Kerala,NetBanking,Android,0,delivered,1787.13
O011363,C01309,2024-05-06 13:33:42,Chhattisgarh,UPI,Android,0,delivered,2384.42
O011364,C01488,2025-03-11 00:20:26,Bihar,Wallet,Android,1,delivered,4773.62
O011365,C01704,2024-12-11 10:42:46,Tamil Nadu,Card,Android,0,delivered,1531.15
O011366,C01288,2024-07-22 21:22:04,Jammu & Kashmir,COD,Android,0,delivered,6627.83
O011367,C01634,2024-08-29 02:59:05,Tamil Nadu,UPI,Web,1,delivered,9235.26
O011368,C01670,2025-02-27 19:59:54,Gujarat,COD,Android,1,delivered,3964.73
O011369,C01453,2024-04-04 13:45:13,Delhi,UPI,Android,0,delivered,8234.51
O011370,C00365,2024-06-14 05:15:13,Gujarat,UPI,Android,0,delivered,4156.79
O011371,C00181,2024-07-10 15:43:00,Chhattisgarh,COD,Android,1,delivered,4312.09
O011372,C00734,2025-05-14 10:15:05,Chhattisgarh,UPI,Android,0,delivered,1745.08
O011373,C00876,2025-06-03 05:30:36,Punjab,UPI,Android,1,delivered,6347.32
O011374,C00994,2025-05-28 04:52:29,West Bengal,UPI,Android,0,delivered,6896.89
O011375,C00661,2024-04-09 15:09:14,Punjab,Wallet,Web,1,returned,5222.43
O011376,C00244,2024-11-25 10:16:47,Telangana,COD,Android,1,delivered,8200.5
O011377,C00313,2025-06-04 23:48:42,Assam,NetBanking,Android,1,delivered,6979.4
O011378,C00076,2024-05-18 07:42:57,Kerala,UPI,iOS,1,delivered,1175.65
O011379,C01905,2025-04-29 18:49:12,Delhi,UPI,Android,0,returned,6273.99
O011380,C00262,2024-12-30 14:37:34,Telangana,COD,Android,1,delivered,3613.73
O011381,C00231,2024-11-18 13:23:10,Andhra Pradesh,COD,Android,0,delivered,3550.18
O011382,C00703,2024-02-23 15:57:13,Bihar,UPI,Android,0,delivered,5030.59
O011383,C01404,2024-11-16 18:46:31,Odisha,Card,Android,0,cancelled,5597.6
O011384,C00646,2025-02-02 17:27:10,Jharkhand,Wallet,Android,0,delivered,4700.32
O011385,C01333,2025-05-29 11:36:07,Haryana,UPI,iOS,0,delivered,899.3
O011386,C01788,2024-10-24 04:59:07,Karnataka,UPI,Android,1,delivered,573.16
O011387,C01412,2024-09-11 13:27:31,Uttar Pradesh,COD,Web,0,delivered,4063.76
O011388,C00757,2024-10-23 15:32:10,Telangana,Card,iOS,1,delivered,3874.49
O011389,C01801,2024-02-24 12:57:32,Haryana,UPI,Web,1,delivered,7273.01
O011390,C01349,2024-03-15 22:01:46,Kerala,UPI,Android,0,delivered,713.21
O011391,C00842,2024-08-04 06:38:35,Maharashtra,COD,Android,1,delivered,733.79
O011392,C00879,2024-03-31 01:32:07,Tamil Nadu,COD,Web,0,delivered,2307.85
