customer_id,signup_date,state,city,gender,age,segment,acquisition_channel
C00751,2024-02-08,Gujarat,CityB,F,37,Direct Buyer,Organic
C00752,2023-02-04,Rajasthan,CityB,F,25,Reseller,Referral
C00753,2024-08-03,Kerala,CityC,F,39,Direct Buyer,Referral
C00754,2023-02-12,Telangana,CityC,M,37,Direct Buyer,Organic
C00755,2024-10-29,Jharkhand,CityA,F,44,Reseller,Google Ads
C00756,2024-05-07,Delhi,CityC,F,24,Reseller,Organic
C00757,2024-05-31,Telangana,CityB,F,40,Reseller,Organic
C00758,2023-03-09,Kerala,CityC,F,34,Direct Buyer,Organic
C00759,2024-07-06,Jharkhand,CityE,F,19,Direct Buyer,Organic
C00760,2023-04-24,Kerala,CityC,F,18,Reseller,Organic
C00761,2023-03-14,Uttar Pradesh,CityB,F,23,Direct Buyer,Organic
C00762,2024-04-21,Karnataka,CityA,M,32,Reseller,Referral
C00763,2025-01-15,Odisha,CityD,M,33,Reseller,Referral
C00764,2023-07-23,Delhi,CityC,F,29,Reseller,Referral
C00765,2024-12-20,Odisha,CityB,F,29,Reseller,Facebook Ads
C00766,2025-02-10,Karnataka,CityD,F,28,Reseller,Organic
C00767,2023-09-17,Karnataka,CityD,F,38,Reseller,Influencer
C00768,2024-07-18,Kerala,CityE,F,18,Reseller,Organic
C00769,2024-01-29,Odisha,CityD,F,32,Reseller,Facebook Ads
C00770,2024-06-22,Punjab,CityB,F,23,Direct Buyer,Organic
C00771,2023-10-19,Uttar Pradesh,CityB,F,22,Reseller,Google Ads
C00772,2025-06-17,Kerala,CityC,F,39,Reseller,Referral
C00773,2023-04-08,Rajasthan,CityC,F,22,Direct Buyer,Organic
C00774,2023-05-09,Madhya Pradesh,CityC,F,28,Reseller,Referral
C00775,2023-07-07,Karnataka,CityD,F,45,Direct Buyer,Organic
C00776,2023-05-06,Jharkhand,CityD,F,36,Direct Buyer,Google Ads
C00777,2024-11-17,Kerala,CityE,F,26,Reseller,Facebook Ads
C00778,2024-02-16,Assam,CityC,F,27,Direct Buyer,Organic
C00779,2024-09-05,Chhattisgarh,CityA,F,20,Direct Buyer,Organic
C00780,2025-06-02,Assam,CityE,F,40,Direct Buyer,Organic
C00781,2025-06-06,Jammu & Kashmir,CityA,F,38,Direct Buyer,Facebook Ads
C00782,2024-08-20,Haryana,CityD,F,35,Reseller,Organic
C00783,2025-07-07,Haryana,CityE,F,36,Direct Buyer,Referral
C00784,2024-01-10,Maharashtra,CityE,M,23,Reseller,Influencer
C00785,2024-02-04,West Bengal,CityB,F,18,Reseller,Organic
C00786,2023-11-24,Uttar Pradesh,CityD,F,34,Reseller,Influencer
C00787,2023-08-09,West Bengal,CityD,M,37,Reseller,Referral
C00788,2023-12-18,Haryana,CityE,F,42,Reseller,Organic
C00789,2023-07-11,Madhya Pradesh,CityD,F,28,Direct Buyer,Organic
C00790,2025-05-01,Delhi,CityE,M,27,Direct Buyer,Facebook Ads
C00791,2025-05-31,Assam,CityB,M,28,Reseller,Organic
C00792,2025-06-25,Karnataka,CityE,F,35,Direct Buyer,Organic
C00793,2023-07-26,Jammu & Kashmir,CityD,F,27,Direct Buyer,Organic
C00794,2024-04-15,Chhattisgarh,CityD,F,29,Reseller,Google Ads
C00795,2024-11-08,Uttar Pradesh,CityE,F,36,Reseller,Referral
C00796,2025-06-28,Odisha,CityE,F,24,Direct Buyer,Referral
C00797,2024-11-02,Delhi,CityE,F,41,Direct Buyer,Organic
C00798,2023-02-05,Assam,CityC,F,35,Direct Buyer,Google Ads
C00799,2024-07-08,Gujarat,CityD,M,18,Direct Buyer,Influencer
C00800,2023-09-21,Rajasthan,CityD,M,25,Reseller,Organic
C00801,2023-08-16,Maharashtra,CityC,F,18,Reseller,Organic
C00802,2023-11-11,Gujarat,CityE,M,28,Direct Buyer,Google Ads
C00803,2024-01-28,Andhra Pradesh,CityB,F,26,Reseller,Google Ads
C00804,2024-12-28,Maharashtra,CityE,M,36,Direct Buyer,Referral
C00805,2023-07-26,Delhi,CityE,F,22,Direct Buyer,Influencer
C00806,2024-09-08,Telangana,CityC,F,33,Direct Buyer,Referral
C00807,2024-02-20,Kerala,CityD,F,34,Direct Buyer,Organic
C00808,2023-07-08,Andhra Pradesh,CityE,F,32,Reseller,Facebook Ads
C00809,2024-03-28,Jharkhand,CityD,F,39,Direct Buyer,Referral
C00810,2024-01-27,Haryana,CityA,M,46,Direct Buyer,Influencer
C00811,2025-05-23,Delhi,CityD,M,30,Direct Buyer,Organic
C00812,2024-07-09,Gujarat,CityB,F,33,Direct Buyer,Referral
C00813,2024-08-19,Rajasthan,CityB,F,22,Reseller,Google Ads
C00814,2024-01-14,Bihar,CityE,F,21,Direct Buyer,Organic
C00815,2025-05-19,Jammu & Kashmir,CityD,M,38,Direct Buyer,Organic
C00816,2025-04-18,Tamil Nadu,CityE,M,37,Reseller,Google Ads
C00817,2025-06-02,Maharashtra,CityC,M,21,Direct Buyer,Organic
C00818,2024-01-02,Tamil Nadu,CityB,M,19,Direct Buyer,Referral
C00819,2023-10-31,Bihar,CityE,F,24,Direct Buyer,Google Ads
C00820,2024-09-07,Punjab,CityC,F,28,Reseller,Organic
C00821,2024-02-09,Karnataka,CityE,F,26,Direct Buyer,Influencer
C00822,2023-03-08,Maharashtra,CityD,M,31,Direct Buyer,Facebook Ads
C00823,2023-01-07,Chhattisgarh,CityD,F,37,Reseller,Referral
C00824,2025-04-13,Gujarat,CityD,F,33,Reseller,Organic
C00825,2024-04-13,Odisha,CityD,M,34,Reseller,Influencer
C00826,2025-05-12,Bihar,CityA,F,18,Direct Buyer,Organic
C00827,2023-02-13,Telangana,CityC,F,18,Direct Buyer,Organic
C00828,2025-05-28,Uttar Pradesh,CityC,M,23,Reseller,Organic
C00829,2024-12-08,Kerala,CityD,F,24,Reseller,Organic
C00830,2024-05-04,Assam,CityA,F,36,Reseller,Referral
C00831,2023-08-19,Madhya Pradesh,CityD,M,22,Direct Buyer,Influencer
C00832,2024-11-18,Chhattisgarh,CityA,M,35,Reseller,Google Ads
C00833,2023-05-15,Tamil Nadu,CityD,M,23,Reseller,Organic
C00834,2024-05-23,Telangana,CityB,F,20,Reseller,Organic
C00835,2023-04-04,Haryana,CityB,F,20,Direct Buyer,Facebook Ads
C00836,2023-08-08,West Bengal,CityE,M,48,Reseller,Organic
C00837,2023-05-21,Bihar,CityD,F,23,Reseller,Google Ads
C00838,2024-09-06,Kerala,CityC,F,35,Direct Buyer,Google Ads
C00839,2023-10-05,Gujarat,CityE,M,18,Reseller,Google Ads
C00840,2024-10-10,Tamil Nadu,CityB,F,41,Reseller,Organic
C00841,2023-09-12,Odisha,CityD,F,32,Direct Buyer,Referral
C00842,2024-10-05,Maharashtra,CityE,F,32,Reseller,Organic
C00843,2023-12-13,Bihar,CityD,F,33,Direct Buyer,Organic
C00844,2025-06-19,Bihar,CityB,F,34,Reseller,Referral
C00845,2023-04-23,Odisha,CityE,F,36,Direct Buyer,Influencer
C00846,2024-08-25,Assam,CityB,M,25,Reseller,Google Ads
C00847,2023-02-11,Gujarat,CityA,M,24,Direct Buyer,Influencer
C00848,2025-05-20,Karnataka,CityB,F,30,Reseller,Google Ads
C00849,2023-07-30,Telangana,CityD,F,35,Reseller,Organic
C00850,2023-07-18,Punjab,CityC,F,29,Direct Buyer,Referral
C00851,2023-05-22,West Bengal,CityB,F,36,Direct Buyer,Organic
C00852,2024-08-18,Uttar Pradesh,CityC,M,34,Reseller,Organic
C00853,2025-04-17,Rajasthan,CityA,M,28,Direct Buyer,Referral
C00854,2023-01-14,Maharashtra,CityE,M,18,Reseller,Facebook Ads
C00855,2025-01-04,Madhya Pradesh,CityE,F,25,Direct Buyer,Facebook Ads
C00856,2025-02-06,Rajasthan,CityC,F,43,Reseller,Organic
C00857,2024-11-27,West Bengal,CityE,F,32,Direct Buyer,Organic
C00858,2023-01-25,Madhya Pradesh,CityB,F,24,Reseller,Organic
C00859,2024-12-03,Uttar Pradesh,CityC,M,32,Reseller,Organic
C00860,2025-06-28,Uttar Pradesh,CityD,M,35,Reseller,Organic
C00861,2024-01-04,Assam,CityB,F,24,Reseller,Facebook Ads
C00862,2024-09-19,Jammu & Kashmir,CityB,M,39,Direct Buyer,Google Ads
C00863,2024-02-03,Delhi,CityB,F,33,Direct Buyer,Organic
C00864,2023-04-14,Andhra Pradesh,CityD,F,21,Direct Buyer,Facebook Ads
C00865,2025-04-22,Haryana,CityA,F,36,Reseller,Organic
C00866,2024-03-20,Bihar,CityE,F,26,Reseller,Influencer
C00867,2024-03-11,Telangana,CityC,F,28,Direct Buyer,Organic
C00868,2023-03-22,Assam,CityA,M,21,Direct Buyer,Google Ads
C00869,2025-01-19,Telangana,CityC,M,35,Reseller,Influencer
C00870,2023-07-03,Chhattisgarh,CityE,F,28,Direct Buyer,Google Ads
C00871,2023-04-20,Chhattisgarh,CityD,F,35,Direct Buyer,Organic
C00872,2025-05-17,Tamil Nadu,CityB,M,25,Direct Buyer,Facebook Ads
C00873,2023-07-23,Madhya Pradesh,CityB,M,24,Reseller,Organic
C00874,2024-12-19,Karnataka,CityD,M,24,Reseller,Organic
C00875,2023-03-23,Maharashtra,CityA,F,33,Reseller,Organic
C00876,2023-04-07,Punjab,CityA,M,24,Reseller,Influencer
C00877,2024-02-29,Jammu & Kashmir,CityC,F,28,Reseller,Influencer
C00878,2023-03-03,Odisha,CityD,M,25,Reseller,Organic
C00879,2023-05-16,Tamil Nadu,CityA,F,33,Direct Buyer,Referral
C00880,2025-01-14,Uttar Pradesh,CityD,M,18,Reseller,Influencer
C00881,2024-10-31,West Bengal,CityE,F,31,Reseller,Referral
C00882,2024-07-31,Chhattisgarh,CityB,F,43,Direct Buyer,Organic
C00883,2025-03-30,Kerala,CityB,F,39,Direct Buyer,Referral
C00884,2024-03-17,Haryana,CityB,F,25,Direct Buyer,Google Ads
C00885,2023-01-31,Madhya Pradesh,CityD,M,33,Reseller,Referral
C00886,2024-09-03,Bihar,CityD,M,32,Direct Buyer,Google Ads
C00887,2023-07-24,Telangana,CityC,M,41,Direct Buyer,Organic
C00888,2023-01-12,Kerala,CityB,F,18,Reseller,Organic
C00889,2024-05-25,West Bengal,CityC,M,38,Direct Buyer,Organic
C00890,2024-07-30,Jharkhand,CityB,M,27,Reseller,Organic
C00891,2023-04-26,Telangana,CityC,F,24,Reseller,Referral
C00892,2023-05-15,Andhra Pradesh,CityC,F,23,Reseller,Organic
C00893,2024-08-09,Delhi,CityE,M,19,Reseller,Google Ads
C00894,2023-11-06,Haryana,CityC,M,25,Reseller,Organic
C00895,2024-12-10,Tamil Nadu,CityD,M,21,Direct Buyer,Facebook Ads
C00896,2024-06-05,Assam,CityC,F,31,Reseller,Influencer
C00897,2024-09-27,Andhra Pradesh,CityB,F,34,Direct Buyer,Google Ads
C00898,2023-06-30,Madhya Pradesh,CityC,F,27,Direct Buyer,Influencer
C00899,2023-04-20,Madhya Pradesh,CityA,M,41,Reseller,Referral
C00900,2024-06-13,Andhra Pradesh,CityB,M,25,Reseller,Organic
C00901,2024-01-01,Madhya Pradesh,CityA,F,27,Direct Buyer,Influencer
C00902,2023-04-30,Bihar,CityB,M,26,Direct Buyer,Google Ads
C00903,2025-06-20,Tamil Nadu,CityD,F,34,Reseller,Google Ads
C00904,2023-04-24,West Bengal,CityD,M,35,Reseller,Facebook Ads
C00905,2025-04-27,Haryana,CityD,F,33,Direct Buyer,Referral
C00906,2024-01-03,Gujarat,CityA,F,29,Reseller,Organic
C00907,2024-09-11,Chhattisgarh,CityE,F,19,Direct Buyer,Facebook Ads
C00908,2023-03-29,Kerala,CityB,F,27,Direct Buyer,Organic
C00909,2023-08-19,Assam,CityD,F,41,Reseller,Organic
C00910,2024-03-31,Jammu & Kashmir,CityB,F,38,Reseller,Referral
C00911,2024-03-11,Chhattisgarh,CityA,F,32,Reseller,Referral
C00912,2023-09-18,Kerala,CityE,M,26,Direct Buyer,Organic
C00913,2025-04-19,Punjab,CityA,F,29,Reseller,Google Ads
C00914,2023-07-09,West Bengal,CityB,F,26,Reseller,Google Ads
C00915,2023-05-15,Madhya Pradesh,CityE,F,39,Direct Buyer,Facebook Ads
C00916,2023-05-04,Madhya Pradesh,CityE,M,23,Reseller,Referral
C00917,2024-05-22,Gujarat,CityA,F,37,Reseller,Influencer
C00918,2023-04-24,Chhattisgarh,CityD,M,25,Direct Buyer,Organic
C00919,2025-03-08,Kerala,CityB,M,40,Reseller,Facebook Ads
C00920,2024-03-04,Maharashtra,CityC,F,33,Direct Buyer,Organic
C00921,2025-05-25,Kerala,CityC,F,24,Direct Buyer,Organic
C00922,2024-06-06,Delhi,CityA,F,27,Reseller,Referral
C00923,2023-05-15,Bihar,CityB,F,35,Reseller,Facebook Ads
C00924,2023-06-24,Andhra Pradesh,CityB,M,26,Reseller,Organic
C00925,2023-03-05,Maharashtra,CityA,M,30,Direct Buyer,Organic
C00926,2024-08-29,Kerala,CityB,F,25,Reseller,Referral
C00927,2025-03-13,Delhi,CityD,F,44,Direct Buyer,Referral
C00928,2023-08-22,Chhattisgarh,CityA,M,45,Direct Buyer,Referral
C00929,2023-11-17,Jharkhand,CityD,M,41,Reseller,Organic
C00930,2023-05-30,Odisha,CityB,F,29,Direct Buyer,Referral
C00931,2024-07-24,Odisha,CityA,F,26,Reseller,Organic
C00932,2023-03-31,Telangana,CityB,F,23,Direct Buyer,Organic
C00933,2023-09-20,Rajasthan,CityA,M,42,Direct Buyer,Referral
C00934,2023-04-07,West Bengal,CityB,F,37,Reseller,Facebook Ads
C00935,2024-12-11,Delhi,CityD,F,37,Reseller,Organic
C00936,2023-04-20,Uttar Pradesh,CityD,M,28,Direct Buyer,Organic
C00937,2024-03-03,Bihar,CityB,M,18,Direct Buyer,Referral
C00938,2025-05-12,Kerala,CityA,M,18,Direct Buyer,Organic
C00939,2023-11-29,Assam,CityC,F,30,Reseller,Organic
C00940,2024-05-01,Maharashtra,CityD,F,25,Reseller,Organic
C00941,2023-10-06,Telangana,CityD,M,24,Reseller,Organic
C00942,2024-12-02,West Bengal,CityC,F,32,Direct Buyer,Organic
C00943,2023-10-20,Delhi,CityB,F,38,Reseller,Google Ads
C00944,2023-12-17,Chhattisgarh,CityA,F,24,Reseller,Facebook Ads
C00945,2025-05-30,Bihar,CityB,F,19,Direct Buyer,Facebook Ads
C00946,2023-10-27,Haryana,CityE,F,24,Reseller,Referral
C00947,2025-06-19,Karnataka,CityD,M,21,Reseller,Facebook Ads
C00948,2024-01-01,Delhi,CityE,M,34,Reseller,Influencer
C00949,2024-02-25,Madhya Pradesh,CityD,M,29,Direct Buyer,Facebook Ads
C00950,2023-05-11,Rajasthan,CityD,F,45,Reseller,Organic
C00951,2024-09-13,Karnataka,CityE,F,35,Reseller,Referral
C00952,2024-03-30,Madhya Pradesh,CityE,F,44,Reseller,Organic
C00953,2024-03-15,Chhattisgarh,CityB,M,18,Direct Buyer,Referral
C00954,2025-03-18,Madhya Pradesh,CityE,F,18,Direct Buyer,Referral
C00955,2024-11-16,West Bengal,CityB,M,31,Reseller,Google Ads
C00956,2024-10-06,Delhi,CityB,M,30,Reseller,Facebook Ads
C00957,2023-11-16,Maharashtra,CityB,F,29,Direct Buyer,Organic
C00958,2025-06-07,Telangana,CityD,F,30,Direct Buyer,Organic
C00959,2025-01-06,Kerala,CityD,M,21,Direct Buyer,Organic
C00960,2025-05-29,Assam,CityE,M,34,Direct Buyer,Organic
C00961,2024-06-05,Odisha,CityD,F,35,Direct Buyer,Organic
C00962,2023-08-09,Telangana,CityE,F,20,Direct Buyer,Organic
C00963,2024-10-25,Rajasthan,CityD,M,27,Reseller,Organic
C00964,2025-05-02,Madhya Pradesh,CityA,F,27,Reseller,Influencer
C00965,2025-03-10,Chhattisgarh,CityA,F,24,Reseller,Organic
C00966,2024-04-05,Jammu & Kashmir,CityE,F,20,Direct Buyer,Organic
C00967,2024-12-26,Gujarat,CityD,F,30,Direct Buyer,Organic
C00968,2024-03-05,Jharkhand,CityD,F,32,Direct Buyer,Referral
C00969,2024-12-04,Odisha,CityB,F,25,Reseller,Organic
C00970,2023-08-03,Tamil Nadu,CityC,F,21,Reseller,Referral
C00971,2025-06-17,Chhattisgarh,CityE,F,33,Reseller,Organic
C00972,2023-11-22,Delhi,CityC,M,23,Reseller,Referral
C00973,2023-08-19,Delhi,CityC,M,27,Direct Buyer,Google Ads
C00974,2024-05-10,Punjab,CityE,M,26,Direct Buyer,Organic
C00975,2024-02-15,Odisha,CityD,M,39,Reseller,Organic
C00976,2023-11-02,Odisha,CityE,F,24,Reseller,Referral
C00977,2024-11-07,Jammu & Kashmir,CityC,F,43,Direct Buyer,Google Ads
C00978,2025-04-10,Tamil Nadu,CityD,M,36,Reseller,Referral
C00979,2023-05-10,West Bengal,CityA,F,44,Direct Buyer,Referral
C00980,2023-06-09,Tamil Nadu,CityE,F,35,Reseller,Google Ads
C00981,2024-08-23,Telangana,CityE,M,28,Reseller,Referral
C00982,2024-08-29,Uttar Pradesh,CityD,F,22,Reseller,Organic
C00983,2025-01-01,Assam,CityA,F,27,Reseller,Organic
C00984,2023-10-19,Telangana,CityA,M,41,Direct Buyer,Facebook Ads
C00985,2023-03-21,Delhi,CityD,M,29,Reseller,Google Ads
C00986,2025-01-12,Haryana,CityB,F,35,Reseller,Influencer
C00987,2023-11-20,Chhattisgarh,CityE,M,31,Reseller,Influencer
C00988,2025-02-27,Delhi,CityE,M,31,Reseller,Google Ads
C00989,2025-01-22,Jharkhand,CityC,M,32,Reseller,Referral
C00990,2024-04-05,Haryana,CityD,F,33,Reseller,Google Ads
C00991,2024-09-22,Delhi,CityC,F,23,Direct Buyer,Organic
C00992,2023-05-11,Assam,CityC,M,27,Direct Buyer,Referral
C00993,2024-03-03,Assam,CityA,M,32,Reseller,Organic
C00994,2025-06-18,West Bengal,CityE,M,31,Reseller,Organic
C00995,2023-12-28,Rajasthan,CityC,F,26,Reseller,Facebook Ads
C00996,2023-03-08,Kerala,CityA,F,33,Reseller,Referral
C00997,2024-10-12,Bihar,CityD,M,23,Direct Buyer,Organic
C00998,2023-12-29,Punjab,CityC,F,20,Direct Buyer,Organic
C00999,2025-01-24,Gujarat,CityE,F,32,Direct Buyer,Google Ads
C01000,2023-12-04,Karnataka,CityC,F,20,Reseller,Facebook Ads
C01001,2024-02-21,Jammu & Kashmir,CityD,F,32,Reseller,Referral
C01002,2025-04-19,Kerala,CityC,M,18,Direct Buyer,Organic
C01003,2023-07-09,Chhattisgarh,CityE,M,24,Reseller,Organic
C01004,2023-04-20,Chhattisgarh,CityA,F,27,Reseller,Organic
C01005,2025-06-30,Chhattisgarh,CityE,F,18,Direct Buyer,Referral
C01006,2023-03-23,Uttar Pradesh,CityA,M,27,Direct Buyer,Google Ads
C01007,2023-08-16,Karnataka,CityB,F,39,Direct Buyer,Organic
C01008,2025-07-10,Delhi,CityE,F,19,Reseller,Organic
C01009,2023-10-08,Tamil Nadu,CityE,M,27,Reseller,Organic
C01010,2025-05-26,Bihar,CityD,F,43,Reseller,Referral
C01011,2023-06-08,Madhya Pradesh,CityC,M,21,Direct Buyer,Organic
C01012,2023-09-21,Kerala,CityA,F,41,Reseller,Referral
C01013,2023-05-16,Assam,CityA,F,27,Direct Buyer,Referral
C01014,2023-06-14,Jharkhand,CityD,F,30,Direct Buyer,Google Ads
C01015,2023-04-27,Punjab,CityD,M,40,Reseller,Referral
C01016,2023-06-09,Haryana,CityC,F,26,Reseller,Organic
C01017,2024-09-28,Telangana,CityC,F,35,Reseller,Referral
C01018,2025-02-23,Bihar,CityE,M,37,Direct Buyer,Facebook Ads
C01019,2023-06-09,Andhra Pradesh,CityB,F,24,Direct Buyer,Organic
C01020,2023-06-12,Andhra Pradesh,CityC,F,23,Direct Buyer,Referral
C01021,2024-09-05,Punjab,CityD,F,28,Reseller,Influencer
C01022,2025-02-02,Odisha,CityC,M,28,Reseller,Organic
C01023,2024-04-03,Maharashtra,CityA,F,21,Direct Buyer,Referral
C01024,2025-06-15,Gujarat,CityB,F,24,Reseller,Google Ads
C01025,2024-10-08,Bihar,CityE,F,18,Direct Buyer,Referral
C01026,2024-03-04,Assam,CityA,F,27,Direct Buyer,Facebook Ads
C01027,2023-06-11,Bihar,CityA,M,37,Reseller,Organic
C01028,2023-05-04,Delhi,CityB,M,18,Reseller,Organic
C01029,2024-05-21,Haryana,CityE,M,26,Reseller,Facebook Ads
C01030,2023-05-13,Karnataka,CityD,M,49,Reseller,Facebook Ads
C01031,2023-03-28,Chhattisgarh,CityE,M,29,Direct Buyer,Influencer
C01032,2023-06-10,Karnataka,CityC,F,40,Direct Buyer,Organic
C01033,2023-07-13,Rajasthan,CityA,M,21,Direct Buyer,Referral
C01034,2024-09-04,Rajasthan,CityC,F,33,Direct Buyer,Organic
C01035,2024-03-04,Bihar,CityD,F,20,Reseller,Organic
C01036,2025-02-16,Uttar Pradesh,CityC,M,33,Reseller,Organic
C01037,2023-10-01,West Bengal,CityE,F,36,Direct Buyer,Organic
C01038,2023-03-06,Madhya Pradesh,CityC,M,34,Reseller,Organic
C01039,2024-05-29,Uttar Pradesh,CityD,F,27,Direct Buyer,Organic
C01040,2023-12-12,Assam,CityD,M,32,Direct Buyer,Organic
C01041,2024-09-11,Madhya Pradesh,CityD,F,32,Reseller,Influencer
C01042,2023-04-13,Kerala,CityE,M,35,Reseller,Google Ads
C01043,2023-10-10,Karnataka,CityD,M,29,Direct Buyer,Organic
C01044,2023-06-24,Karnataka,CityA,F,37,Direct Buyer,Google Ads
C01045,2024-04-14,Madhya Pradesh,CityD,F,41,Reseller,Referral
C01046,2024-08-16,Gujarat,CityC,F,27,Direct Buyer,Google Ads
C01047,2025-05-30,Uttar Pradesh,CityC,F,30,Direct Buyer,Organic
C01048,2023-12-10,West Bengal,CityC,M,22,Direct Buyer,Referral
C01049,2024-08-11,Bihar,CityE,M,32,Reseller,Google Ads
C01050,2025-03-10,Maharashtra,CityC,F,32,Reseller,Organic
C01051,2025-05-19,Karnataka,CityE,M,30,Direct Buyer,Influencer
C01052,2023-01-08,Gujarat,CityE,M,31,Direct Buyer,Google Ads
C01053,2024-08-14,Maharashtra,CityD,F,45,Reseller,Influencer
C01054,2024-07-25,Jharkhand,CityA,M,18,Direct Buyer,Organic
C01055,2024-10-08,Jharkhand,CityD,M,26,Direct Buyer,Organic
C01056,2024-02-14,West Bengal,CityD,F,27,Reseller,Organic
C01057,2025-05-02,Tamil Nadu,CityE,F,41,Direct Buyer,Influencer
C01058,2023-08-06,Telangana,CityE,F,33,Direct Buyer,Organic
C01059,2023-03-13,Bihar,CityC,M,33,Reseller,Referral
C01060,2025-06-10,Karnataka,CityC,M,40,Reseller,Organic
C01061,2025-01-24,Bihar,CityD,M,28,Direct Buyer,Organic
C01062,2025-03-28,Jharkhand,CityB,F,35,Reseller,Organic
C01063,2025-05-28,Kerala,CityB,F,25,Reseller,Referral
C01064,2023-08-06,Kerala,CityC,F,21,Direct Buyer,Google Ads
C01065,2023-09-03,Maharashtra,CityB,F,44,Direct Buyer,Organic
C01066,2024-04-13,Kerala,CityC,M,32,Direct Buyer,Google Ads
C01067,2024-09-18,Delhi,CityE,M,35,Direct Buyer,Facebook Ads
C01068,2023-08-22,Tamil Nadu,CityD,M,21,Reseller,Referral
C01069,2023-05-29,Punjab,CityA,M,34,Reseller,Referral
C01070,2025-06-16,Maharashtra,CityD,F,44,Reseller,Organic
C01071,2025-06-21,Karnataka,CityC,F,27,Reseller,Organic
C01072,2023-03-13,Chhattisgarh,CityC,F,19,Direct Buyer,Google Ads
C01073,2023-06-07,Maharashtra,CityD,M,31,Direct Buyer,Organic
C01074,2025-05-10,Andhra Pradesh,CityC,M,21,Reseller,Referral
C01075,2024-10-18,Punjab,CityB,F,18,Reseller,Organic
C01076,2023-02-07,Tamil Nadu,CityB,F,24,Reseller,Facebook Ads
C01077,2024-06-28,Maharashtra,CityC,F,26,Reseller,Organic
C01078,2023-10-16,Maharashtra,CityC,F,22,Reseller,Referral
C01079,2024-11-07,Kerala,CityB,F,40,Reseller,Organic
C01080,2025-01-21,Assam,CityC,F,45,Direct Buyer,Influencer
C01081,2023-06-12,Maharashtra,CityC,F,34,Reseller,Organic
C01082,2025-04-06,Rajasthan,CityD,M,33,Reseller,Referral
C01083,2023-04-26,Bihar,CityA,F,28,Direct Buyer,Referral
C01084,2025-07-13,Karnataka,CityB,F,22,Reseller,Google Ads
C01085,2025-03-07,Jharkhand,CityD,F,42,Direct Buyer,Organic
C01086,2024-09-11,Rajasthan,CityA,F,29,Reseller,Facebook Ads
C01087,2024-05-31,Rajasthan,CityC,F,26,Reseller,Organic
C01088,2024-07-18,Uttar Pradesh,CityC,F,38,Reseller,Organic
C01089,2024-02-26,Chhattisgarh,CityD,F,29,Direct Buyer,Facebook Ads
C01090,2024-01-28,Gujarat,CityC,F,37,Reseller,Google Ads
C01091,2024-12-14,Kerala,CityE,M,26,Direct Buyer,Facebook Ads
C01092,2025-02-07,Delhi,CityD,F,38,Reseller,Google Ads
C01093,2025-02-17,Delhi,CityA,M,37,Reseller,Organic
C01094,2023-12-28,Chhattisgarh,CityD,F,40,Reseller,Influencer
C01095,2025-02-05,Andhra Pradesh,CityB,F,24,Reseller,Organic
C01096,2023-07-05,Andhra Pradesh,CityD,F,29,Reseller,Facebook Ads
C01097,2025-07-03,West Bengal,CityC,F,45,Reseller,Referral
C01098,2024-05-16,Karnataka,CityC,M,28,Reseller,Referral
C01099,2024-02-05,Jammu & Kashmir,CityE,M,36,Reseller,Organic
C01100,2023-05-07,Jammu & Kashmir,CityE,M,48,Reseller,Referral
C01101,2024-11-27,Haryana,CityE,M,18,Reseller,Organic
C01102,2023-08-21,Jharkhand,CityA,M,27,Reseller,Organic
C01103,2025-05-07,Haryana,CityE,F,30,Direct Buyer,Organic
C01104,2023-03-14,Jharkhand,CityA,F,18,Direct Buyer,Referral
C01105,2024-09-29,Jammu & Kashmir,CityE,M,26,Reseller,Organic
C01106,2024-06-30,Assam,CityA,M,22,Reseller,Organic
C01107,2025-01-16,West Bengal,CityD,F,36,Reseller,Organic
C01108,2024-08-13,Kerala,CityD,M,18,Direct Buyer,Organic
C01109,2024-11-11,Karnataka,CityC,F,45,Reseller,Google Ads
C01110,2025-03-31,Haryana,CityA,F,35,Direct Buyer,Influencer
C01111,2024-10-29,Odisha,CityB,F,21,Reseller,Organic
C01112,2023-07-02,Jharkhand,CityC,M,38,Reseller,Referral
C01113,2023-02-06,Maharashtra,CityD,M,34,Reseller,Facebook Ads
C01114,2023-12-03,Haryana,CityA,F,29,Reseller,Referral
C01115,2024-02-07,Maharashtra,CityE,F,24,Direct Buyer,Facebook Ads
C01116,2024-03-12,Telangana,CityB,F,34,Reseller,Organic
C01117,2024-06-20,Gujarat,CityD,M,30,Direct Buyer,Referral
C01118,2024-02-10,Odisha,CityC,F,24,Direct Buyer,Organic
C01119,2024-09-14,Chhattisgarh,CityA,F,19,Direct Buyer,Organic
C01120,2024-02-09,Assam,CityB,F,23,Reseller,Referral
C01121,2025-02-23,Chhattisgarh,CityA,F,25,Reseller,Referral
C01122,2025-02-20,Haryana,CityE,F,39,Reseller,Organic
C01123,2024-05-18,Tamil Nadu,CityC,M,36,Reseller,Referral
C01124,2024-05-13,Chhattisgarh,CityA,F,26,Direct Buyer,Google Ads
C01125,2024-04-12,Haryana,CityD,M,26,Reseller,Google Ads
C01126,2023-10-13,Karnataka,CityC,F,37,Direct Buyer,Referral
C01127,2024-12-11,Gujarat,CityD,F,32,Reseller,Referral
C01128,2024-01-06,Tamil Nadu,CityA,F,32,Direct Buyer,Referral
C01129,2024-08-15,Madhya Pradesh,CityC,M,24,Reseller,Organic
