order_id,payment_date,amount,method,success
O011013,2024-09-21 00:31:39,6277.77,UPI,1
O011014,2024-01-29 03:49:05,8961.17,Wallet,0
O011015,2025-02-24 00:10:14,6599.0,COD,1
O011016,2024-02-08 12:33:44,2211.55,UPI,1
O011017,2025-04-06 03:51:14,6325.7,UPI,1
O011018,2024-08-29 02:32:45,8865.44,UPI,1
O011019,2024-01-10 17:08:39,4202.55,COD,1
O011020,2024-10-28 14:58:01,4303.15,UPI,0
O011021,2024-12-26 10:24:50,334.72,UPI,1
O011022,2025-05-15 06:05:37,3888.98,COD,0
O011023,2024-11-18 20:27:41,4269.98,Wallet,1
O011024,2024-01-11 04:55:42,916.94,UPI,1
O011025,2025-05-24 16:12:36,4562.42,UPI,1
O011026,2024-09-23 03:08:36,8615.41,UPI,0
O011027,2025-05-03 13:40:19,2561.78,COD,1
O011028,2024-05-24 19:51:40,5537.44,UPI,1
O011029,2025-05-13 17:17:56,1471.64,COD,1
O011030,2024-05-13 15:07:10,1833.54,UPI,1
O011031,2024-02-16 15:03:39,2003.11,COD,1
O011032,2024-12-12 23:23:53,2107.3,Wallet,1
O011033,2024-07-29 10:30:53,4592.02,Card,1
O011034,2024-07-03 14:19:05,9455.92,COD,1
O011035,2024-06-01 20:29:31,1080.14,UPI,1
O011036,2024-04-28 13:47:49,2353.86,COD,1
O011037,2024-12-14 01:27:54,1963.09,Wallet,1
O011038,2024-04-27 04:05:39,1994.51,UPI,1
O011039,2024-09-21 07:33:47,2817.66,COD,1
O011040,2024-01-13 08:45:07,2104.04,Card,1
O011041,2024-03-30 12:07:39,2192.66,COD,1
O011042,2024-09-25 20:51:56,3663.13,UPI,1
O011043,2025-01-07 21:10:44,3007.75,COD,1
O011044,2025-04-20 21:30:05,3235.76,UPI,1
O011045,2025-02-23 14:35:28,3405.0,COD,1
O011046,2025-04-18 05:46:27,4493.62,Wallet,1
O011047,2024-05-26 22:09:08,4688.59,Card,1
O011048,2024-03-21 12:02:07,7736.52,UPI,1
O011049,2024-01-15 19:08:41,2979.82,COD,1
O011050,2024-07-22 09:41:56,1082.99,UPI,1
O011051,2025-01-12 09:14:47,4572.65,Wallet,1
O011052,2025-05-25 08:55:57,4866.63,COD,1
O011053,2024-03-21 09:40:31,4305.97,UPI,1
O011054,2025-01-23 17:26:55,3274.48,COD,0
O011055,2024-11-22 23:11:22,5235.57,COD,0
O011056,2024-04-05 05:47:30,6019.42,COD,1
O011057,2025-05-22 06:19:49,8773.87,UPI,1
O011058,2025-04-04 04:08:09,1816.93,COD,0
O011059,2024-03-29 23:23:59,2509.58,COD,1
O011060,2024-05-07 23:13:48,4300.48,UPI,1
O011061,2025-03-04 13:48:23,12356.3,UPI,1
O011062,2024-08-21 19:35:47,3750.78,NetBanking,1
O011063,2025-07-25 21:53:43,8626.03,UPI,1
O011064,2024-04-30 06:14:52,5804.34,UPI,1
O011065,2025-05-15 21:05:55,5471.52,UPI,1
O011066,2025-07-23 04:35:32,128.61,UPI,1
O011067,2025-04-23 06:16:20,3768.07,UPI,0
O011068,2024-08-04 04:23:59,4381.15,UPI,1
O011069,2025-06-07 14:52:13,3130.4,Wallet,1
O011070,2024-12-02 01:24:54,14631.53,Card,1
O011071,2024-04-02 02:33:46,2404.24,COD,1
O011072,2024-12-26 07:31:28,5498.65,COD,1
O011073,2025-06-14 14:30:48,6765.02,Wallet,1
O011074,2024-08-16 20:55:13,4495.37,COD,1
O011075,2024-04-15 03:08:28,8502.44,NetBanking,1
O011076,2024-01-31 22:26:36,7535.11,NetBanking,1
O011077,2025-06-23 08:50:05,536.22,COD,1
O011078,2024-11-13 09:29:54,1951.3,COD,1
O011079,2025-04-19 14:56:14,2187.83,UPI,1
O011080,2024-02-08 06:36:39,3468.97,COD,1
O011081,2025-02-08 21:22:20,3322.32,UPI,1
O011082,2025-02-03 20:21:22,2481.51,COD,1
O011083,2024-05-07 15:40:36,3304.53,Card,1
O011084,2024-04-03 06:38:22,1456.39,Card,1
O011085,2024-09-21 01:21:58,12904.66,UPI,1
O011086,2024-11-01 19:23:44,7823.2,UPI,1
O011087,2025-02-16 04:33:38,2089.54,UPI,1
O011088,2025-05-18 00:27:44,5900.79,NetBanking,1
O011089,2024-08-18 15:20:17,6346.27,NetBanking,1
O011090,2025-02-23 06:15:41,1457.28,COD,1
O011091,2024-02-25 01:55:18,7842.54,COD,1
O011092,2025-04-10 19:23:02,3417.87,COD,1
O011093,2024-11-30 15:50:58,8101.69,UPI,1
O011094,2025-05-23 07:24:12,2409.44,UPI,1
O011095,2024-04-23 02:30:39,1673.17,UPI,1
O011096,2024-02-23 00:40:37,2483.21,UPI,1
O011097,2024-06-03 12:02:25,2165.64,COD,1
O011098,2024-05-09 17:04:28,3082.9,UPI,1
O011099,2024-01-07 23:06:00,1070.76,NetBanking,1
O011100,2024-04-25 22:21:32,942.82,UPI,1
O011101,2025-05-18 10:39:51,582.22,UPI,1
O011102,2025-03-01 10:52:49,811.56,UPI,1
O011103,2025-06-02 03:13:35,6942.74,NetBanking,1
O011104,2025-01-10 21:24:51,2105.64,Wallet,1
O011105,2024-03-02 15:31:43,3892.13,Card,1
O011106,2025-01-20 17:20:40,519.74,UPI,1
O011107,2024-11-28 16:52:06,4299.88,Wallet,1
O011108,2024-04-08 14:01:08,3459.46,UPI,1
O011109,2024-07-26 11:22:13,2280.66,UPI,1
O011110,2024-12-08 04:43:12,1900.34,UPI,1
O011111,2025-07-06 17:30:27,868.99,COD,1
O011112,2025-05-26 11:17:24,3439.23,UPI,1
O011113,2025-06-06 21:57:25,846.76,UPI,1
O011114,2024-07-11 12:54:45,4708.95,UPI,1
O011115,2024-08-01 22:10:28,8396.58,Card,1
O011116,2025-04-19 21:40:58,5690.8,COD,1
O011117,2024-05-19 01:34:06,1239.47,UPI,1
O011118,2025-01-12 12:47:29,4737.79,NetBanking,1
O011119,2024-05-25 11:41:04,2651.67,UPI,1
O011120,2025-01-14 05:04:43,5557.76,UPI,1
O011121,2025-06-23 15:31:55,2615.44,COD,1
O011122,2024-10-12 05:27:32,1882.5,UPI,1
O011123,2025-03-24 15:33:07,274.81,UPI,1
O011124,2024-09-23 15:05:10,3401.05,Card,1
O011125,2024-07-07 09:12:33,869.74,UPI,1
O011126,2024-07-18 17:03:22,3028.35,Card,0
O011127,2024-04-22 17:02:15,1338.51,UPI,0
O011128,2024-09-28 06:08:40,3940.27,NetBanking,1
O011129,2024-08-18 13:01:48,1066.78,COD,1
O011130,2024-08-04 18:41:50,2158.15,COD,1
O011131,2024-10-16 08:22:51,2264.62,UPI,1
O011132,2024-02-05 12:47:53,9818.1,UPI,1
O011133,2025-02-18 02:11:12,2010.98,COD,0
O011134,2025-04-06 19:04:20,2169.9,UPI,1
O011135,2024-03-25 09:29:23,1732.02,UPI,1
O011136,2024-05-16 13:07:32,1045.08,UPI,1
O011137,2025-01-15 17:16:46,1898.48,UPI,1
O011138,2025-05-08 12:47:23,2432.36,NetBanking,1
O011139,2025-01-23 23:37:38,987.84,NetBanking,1
O011140,2024-03-11 17:05:33,3900.93,UPI,1
O011141,2024-07-02 08:29:38,1861.91,COD,1
O011142,2024-06-08 14:20:30,7787.53,COD,1
O011143,2025-06-23 08:29:32,4985.08,NetBanking,1
O011144,2025-05-29 01:03:44,4877.51,UPI,1
O011145,2025-07-03 07:07:12,4538.56,UPI,1
O011146,2024-10-29 17:10:59,104.9,Wallet,1
O011147,2024-07-14 18:53:21,2655.69,NetBanking,1
O011148,2024-12-05 19:19:53,3687.43,NetBanking,1
O011149,2024-11-16 21:44:18,2367.84,UPI,1
O011150,2024-08-13 11:12:39,2856.05,UPI,1
O011151,2025-03-29 14:17:51,4866.68,UPI,1
O011152,2024-07-03 21:01:03,4912.74,Card,1
O011153,2024-05-18 13:00:52,1559.45,UPI,1
O011154,2024-10-29 12:34:58,3811.37,NetBanking,1
O011155,2025-05-14 22:46:01,7552.31,Card,1
O011156,2024-09-22 11:05:08,2228.64,UPI,1
O011157,2025-03-15 03:33:51,1533.33,Wallet,1
O011158,2024-08-27 03:59:14,2268.33,UPI,1
O011159,2024-09-29 05:19:40,3173.62,UPI,1
O011160,2024-05-13 15:52:14,7113.24,COD,1
O011161,2025-01-29 18:43:19,3981.74,UPI,1
O011162,2024-04-22 05:47:43,3329.45,UPI,0
O011163,2025-05-14 16:59:44,2167.11,COD,1
O011164,2025-06-04 10:49:39,3106.9,COD,1
O011165,2024-01-13 05:33:09,4941.8,UPI,1
O011166,2024-04-03 03:53:57,5320.05,UPI,1
O011167,2025-06-06 10:43:41,5725.17,UPI,1
O011168,2024-08-27 08:20:09,1380.2,Card,1
O011169,2024-08-28 06:59:38,2785.32,COD,0
O011170,2025-03-12 03:02:50,1312.72,COD,1
O011171,2024-04-29 11:18:36,3536.38,UPI,1
O011172,2024-09-14 06:22:30,7153.72,COD,1
O011173,2025-03-20 04:27:06,87.46,COD,1
O011174,2024-10-27 15:43:34,3777.04,UPI,1
O011175,2024-10-07 21:34:29,4156.27,COD,1
O011176,2024-03-25 03:28:56,3290.86,UPI,1
O011177,2025-02-12 20:11:55,878.8,COD,1
O011178,2025-04-20 06:03:03,2037.29,Card,1
O011179,2024-11-24 04:52:06,3187.9,UPI,1
O011180,2025-03-07 17:21:18,3605.64,COD,1
O011181,2024-04-21 01:47:39,2326.01,COD,1
O011182,2025-01-30 23:04:47,8139.82,Card,1
O011183,2024-06-24 07:55:12,3690.1,UPI,1
O011184,2025-05-19 17:07:21,1169.4,Card,1
O011185,2024-07-27 11:05:59,1613.55,NetBanking,1
O011186,2024-06-17 23:19:27,1657.11,COD,0
O011187,2024-12-24 17:09:00,381.27,UPI,0
O011188,2024-02-03 05:40:42,1215.68,COD,0
O011189,2024-10-17 12:22:04,2801.52,UPI,1
O011190,2024-08-20 02:15:04,2099.82,UPI,1
O011191,2025-03-04 01:42:54,7423.82,COD,1
O011192,2024-08-06 01:39:32,2834.72,COD,1
O011193,2024-06-08 18:12:31,468.8,UPI,1
O011194,2024-03-20 18:55:18,5438.25,COD,1
O011195,2025-04-22 15:32:56,1287.64,Card,0
O011196,2024-04-07 04:18:25,4997.33,UPI,1
O011197,2024-08-05 03:33:55,1203.4,COD,1
O011198,2025-02-02 17:23:23,2700.94,COD,1
O011199,2024-05-16 16:14:47,920.65,UPI,1
O011200,2024-04-05 01:24:52,4982.04,UPI,1
O011201,2024-04-05 16:22:34,6525.18,COD,1
O011202,2024-04-14 21:54:58,443.92,UPI,1
O011203,2024-06-04 07:16:36,5208.87,COD,1
O011204,2024-03-21 03:42:23,2821.74,COD,1
O011205,2024-09-23 10:13:48,2586.18,COD,1
O011206,2025-05-16 18:23:31,5845.85,UPI,1
O011207,2024-08-27 20:07:25,2504.67,COD,1
O011208,2025-03-25 08:44:10,7583.96,UPI,1
O011209,2025-01-20 12:55:01,1466.0,COD,1
O011210,2025-02-01 05:23:01,3384.84,UPI,1
O011211,2025-06-23 00:17:07,4434.06,Wallet,0
O011212,2024-08-01 15:07:42,6182.48,NetBanking,1
O011213,2024-06-30 08:50:42,5455.38,UPI,1
O011214,2024-04-28 05:08:25,5907.05,NetBanking,1
O011215,2025-06-14 12:56:21,1250.9,COD,1
O011216,2025-04-03 01:01:25,3150.09,UPI,1
O011217,2024-01-12 10:47:13,4222.56,Card,1
O011218,2024-11-03 15:05:01,2712.78,COD,1
O011219,2024-05-14 20:45:29,938.38,UPI,1
O011220,2025-01-11 16:18:16,2222.57,NetBanking,1
O011221,2024-08-26 15:32:31,760.59,UPI,1
O011222,2024-08-22 06:13:45,3968.31,COD,1
O011223,2025-03-29 19:40:12,1806.36,UPI,1
O011224,2024-05-14 20:46:02,1584.92,COD,1
O011225,2025-02-08 05:10:51,3704.07,UPI,1
O011226,2024-03-25 23:36:38,1060.23,COD,1
O011227,2024-11-14 04:33:03,1630.59,COD,1
O011228,2024-12-22 13:17:21,7343.62,UPI,1
O011229,2025-04-02 20:04:45,8223.29,UPI,1
O011230,2024-02-06 19:30:16,3638.7,COD,1
O011231,2024-06-09 13:23:21,7371.71,UPI,1
O011232,2024-07-30 22:36:42,7281.16,COD,1
O011233,2025-02-06 11:57:04,1324.98,UPI,1
O011234,2025-02-11 22:18:54,5349.29,UPI,0
O011235,2025-06-14 19:30:40,5516.21,NetBanking,1
O011236,2025-05-26 01:42:15,4349.77,NetBanking,1
O011237,2024-07-04 03:21:30,3381.91,Card,1
O011238,2024-12-30 20:19:01,328.06,NetBanking,1
O011239,2024-06-27 07:47:53,2142.33,UPI,1
O011240,2025-01-17 01:19:39,6371.23,UPI,1
O011241,2025-05-03 04:11:34,2612.99,UPI,1
O011242,2025-06-23 16:07:49,7419.95,Card,1
O011243,2025-07-09 05:36:15,3452.63,COD,1
O011244,2024-08-02 12:28:17,1109.1,UPI,1
O011245,2024-06-03 09:26:26,6702.52,COD,1
O011246,2024-12-19 01:43:35,7340.09,COD,1
O011247,2024-07-17 17:21:23,1759.66,UPI,1
O011248,2024-11-15 21:45:32,5580.59,UPI,1
O011249,2024-05-08 14:49:59,1780.68,UPI,1
O011250,2024-04-24 20:03:29,7841.51,Card,1
O011251,2024-06-10 19:10:14,2301.75,UPI,1
O011252,2025-04-03 07:53:22,6462.05,COD,0
O011253,2025-01-22 20:38:25,4956.63,Card,1
O011254,2024-06-06 03:16:20,264.35,NetBanking,1
O011255,2025-03-12 15:43:13,606.2,UPI,1
O011256,2024-08-01 20:38:39,673.52,UPI,1
O011257,2025-07-08 14:44:25,5098.0,Wallet,1
O011258,2024-07-07 02:01:24,5757.24,UPI,1
O011259,2025-02-14 14:26:42,4791.72,COD,1
O011260,2024-03-19 15:41:12,3328.53,NetBanking,1
O011261,2024-10-07 11:22:17,5013.8,NetBanking,1
O011262,2025-03-28 19:39:56,4250.64,UPI,1
O011263,2025-02-19 17:27:05,1110.85,COD,1
O011264,2024-12-11 16:20:58,5318.95,UPI,1
O011265,2024-04-21 10:34:14,962.76,Card,1
O011266,2024-09-04 10:23:29,2582.78,COD,1
O011267,2024-04-19 23:06:58,546.67,COD,1
O011268,2024-04-30 13:52:27,5401.85,UPI,0
O011269,2024-09-13 15:14:34,4659.72,NetBanking,1
O011270,2024-04-18 01:46:25,4279.13,UPI,1
O011271,2025-03-06 00:07:53,1195.35,NetBanking,1
O011272,2024-01-28 03:23:28,8327.7,Card,1
O011273,2025-06-03 13:16:18,4988.43,UPI,1
O011274,2024-10-06 17:50:11,5440.56,COD,1
O011275,2025-02-06 20:46:57,1826.86,COD,1
O011276,2024-01-25 22:22:56,2538.78,UPI,1
O011277,2024-01-02 21:02:00,4861.55,UPI,1
O011278,2024-01-20 20:54:45,3093.51,COD,1
O011279,2025-01-16 10:56:55,1762.68,UPI,1
O011280,2025-01-13 06:07:46,2365.74,NetBanking,1
O011281,2024-05-24 10:20:23,5624.88,COD,1
O011282,2024-11-12 22:48:58,4331.88,UPI,1
O011283,2025-07-28 20:03:20,3629.37,UPI,1
O011284,2024-02-16 05:40:22,1667.9,COD,1
O011285,2024-12-25 20:52:51,1640.5,Wallet,1
O011286,2025-06-12 05:44:21,8668.9,COD,1
O011287,2025-04-21 19:13:53,4435.79,Card,1
O011288,2025-02-10 00:37:21,8068.75,COD,1
O011289,2024-09-07 00:07:06,3851.58,Card,1
O011290,2025-06-23 20:53:36,6688.0,Card,1
O011291,2025-01-05 08:41:29,4383.64,COD,1
O011292,2024-04-02 04:59:42,3870.6,COD,1
O011293,2025-02-14 15:33:06,8115.76,UPI,1
O011294,2025-04-23 20:17:11,8865.66,Card,1
O011295,2025-06-30 11:44:42,3612.25,Wallet,1
O011296,2024-09-28 07:26:58,881.82,COD,0
O011297,2025-07-21 08:43:46,6914.35,UPI,1
O011298,2025-07-07 00:33:04,2206.53,NetBanking,1
O011299,2025-06-09 10:54:15,2473.44,UPI,1
O011300,2024-04-15 01:25:00,2945.82,COD,1
O011301,2024-08-25 11:25:17,1788.58,UPI,1
O011302,2024-01-21 22:51:21,652.38,Wallet,1
O011303,2024-02-02 17:46:01,13032.13,COD,1
O011304,2024-05-25 08:56:05,4991.11,UPI,1
O011305,2024-01-19 11:54:15,1847.93,UPI,1
O011306,2024-05-01 19:06:26,2717.94,UPI,1
O011307,2024-12-17 02:10:45,2820.92,COD,1
O011308,2024-10-01 07:42:54,6622.78,UPI,1
O011309,2024-01-13 22:57:47,2020.44,UPI,1
O011310,2024-11-13 22:21:37,197.5,NetBanking,1
O011311,2024-11-01 16:03:14,8006.52,UPI,1
O011312,2025-02-15 19:55:56,2370.8,COD,1
O011313,2024-12-27 07:06:11,4155.25,UPI,1
O011314,2024-01-29 11:24:24,6739.57,UPI,1
O011315,2024-08-18 14:13:31,2792.65,COD,1
O011316,2024-11-14 01:19:15,5240.87,COD,1
O011317,2024-05-17 15:36:06,1101.66,UPI,1
O011318,2024-03-11 13:10:31,484.05,UPI,1
O011319,2024-12-21 08:31:48,4136.9,UPI,1
O011320,2024-08-05 20:17:50,1654.16,UPI,1
O011321,2024-01-29 05:12:42,576.71,UPI,1
O011322,2024-06-14 10:43:32,3573.21,UPI,1
O011323,2024-06-10 09:53:58,3115.02,COD,1
O011324,2024-10-07 15:27:14,5947.0,UPI,0
O011325,2025-04-17 03:32:45,1702.66,COD,1
O011326,2025-04-22 02:28:54,2520.26,COD,1
O011327,2024-02-12 21:45:35,4856.91,UPI,1
O011328,2025-02-10 02:24:43,3410.34,COD,1
O011329,2025-02-17 15:31:09,5458.61,COD,1
O011330,2025-04-24 15:33:04,1486.79,UPI,1
O011331,2024-08-28 14:33:55,4856.13,UPI,1
O011332,2025-03-28 15:52:21,5562.53,COD,1
O011333,2024-03-11 11:28:53,8161.98,COD,1
O011334,2024-08-24 17:34:01,1305.52,NetBanking,1
O011335,2024-09-17 05:54:31,3207.08,COD,1
O011336,2025-05-05 20:45:47,1282.4,NetBanking,1
O011337,2025-02-14 23:10:24,2927.55,UPI,1
O011338,2024-03-10 08:10:30,1859.98,UPI,1
O011339,2024-01-20 20:09:01,4344.02,UPI,1
O011340,2024-05-19 09:05:39,1219.76,UPI,1
O011341,2024-03-12 03:26:36,1910.34,UPI,1
O011342,2024-06-17 09:38:13,2022.34,Wallet,1
O011343,2025-02-15 11:23:37,5176.33,COD,1
O011344,2025-06-27 13:08:29,4158.88,Wallet,1
O011345,2025-05-28 22:24:56,1432.02,COD,1
O011346,2024-12-29 06:09:06,4144.69,COD,1
O011347,2024-09-13 17:42:47,1358.28,UPI,1
O011348,2025-01-28 16:10:58,1265.43,COD,0
O011349,2024-09-19 07:10:25,1413.68,UPI,1
O011350,2024-04-07 05:28:40,2706.82,UPI,1
O011351,2024-02-02 21:03:25,4567.63,UPI,1
O011352,2024-12-04 22:38:23,7353.86,Card,1
O011353,2024-04-02 12:32:12,1211.46,Card,1
O011354,2024-11-14 11:09:05,4139.3,NetBanking,1
O011355,2024-07-01 11:16:59,1214.56,Card,1
O011356,2024-04-18 13:23:00,3892.78,COD,1
O011357,2025-07-19 08:29:09,6753.11,Card,1
O011358,2024-04-09 10:30:19,618.0,UPI,1
O011359,2024-03-17 05:35:18,2001.46,UPI,1
O011360,2024-02-01 22:01:32,1046.11,COD,1
O011361,2024-11-05 19:50:30,542.23,UPI,1
O011362,2024-01-14 12:23:07,1787.13,NetBanking,1
O011363,2024-05-06 13:33:42,2384.42,UPI,1
O011364,2025-03-12 00:20:26,4773.62,Wallet,1
O011365,2024-12-12 10:42:46,1531.15,Card,1
O011366,2024-07-23 21:22:04,6627.83,COD,1
O011367,2024-08-30 02:59:05,9235.26,UPI,1
O011368,2025-02-27 19:59:54,3964.73,COD,1
O011369,2024-04-05 13:45:13,8234.51,UPI,1
O011370,2024-06-14 05:15:13,4156.79,UPI,1
O011371,2024-07-10 15:43:00,4312.09,COD,1
O011372,2025-05-14 10:15:05,1745.08,UPI,1
O011373,2025-06-03 05:30:36,6347.32,UPI,1
O011374,2025-05-29 04:52:29,6896.89,UPI,1
O011375,2024-04-09 15:09:14,5222.43,Wallet,1
O011376,2024-11-25 10:16:47,8200.5,COD,1
O011377,2025-06-05 23:48:42,6979.4,NetBanking,1
O011378,2024-05-18 07:42:57,1175.65,UPI,1
O011379,2025-04-30 18:49:12,6273.99,UPI,1
O011380,2024-12-30 14:37:34,3613.73,COD,1
O011381,2024-11-19 13:23:10,3550.18,COD,1
O011382,2024-02-24 15:57:13,5030.59,UPI,1
O011383,2024-11-17 18:46:31,5597.6,Card,0
O011384,2025-02-02 17:27:10,4700.32,Wallet,1
O011385,2025-05-29 11:36:07,899.3,UPI,1
O011386,2024-10-24 04:59:07,573.16,UPI,1
O011387,2024-09-12 13:27:31,4063.76,COD,1
O011388,2024-10-23 15:32:10,3874.49,Card,1
O011389,2024-02-25 12:57:32,7273.01,UPI,1
O011390,2024-03-15 22:01:46,713.21,UPI,1
O011391,2024-08-05 06:38:35,733.79,COD,1
O011392,2024-03-31 01:32:07,2307.85,COD,1
O011393,2024-04-01 20:31:23,1293.26,COD,1
O011394,2024-07-07 04:14:32,5168.94,COD,1
O011395,2024-05-23 20:18:25,3697.11,UPI,1
O011396,2024-05-19 05:31:28,2992.18,COD,1
O011397,2025-02-09 08:31:16,4316.1,COD,1
O011398,2024-02-10 21:43:53,6627.19,Card,1
O011399,2025-02-21 02:59:14,4988.2,Card,1
O011400,2025-07-26 23:32:10,908.4,COD,1
O011401,2025-04-22 02:19:56,3313.78,NetBanking,1
O011402,2025-04-05 12:46:29,4467.96,COD,1
O011403,2025-06-23 14:29:47,5139.14,COD,1
O011404,2024-04-15 05:39:25,4290.12,UPI,1
O011405,2025-01-14 04:37:14,377.33,COD,0
O011406,2024-02-20 12:15:23,3056.88,Card,1
O011407,2025-03-28 06:13:14,1302.34,COD,0
O011408,2025-01-10 02:33:07,6194.48,COD,1
O011409,2025-03-28 04:43:33,3341.03,UPI,1
O011410,2025-05-21 02:41:46,412.61,COD,1
O011411,2025-03-05 18:17:11,856.98,UPI,1
O011412,2025-02-18 03:22:43,2958.4,UPI,1
O011413,2024-10-20 08:15:29,9435.16,UPI,1
O011414,2024-09-22 15:33:20,4908.7,UPI,1
O011415,2024-02-26 20:29:43,1561.98,Card,1
O011416,2024-05-31 18:10:17,581.53,COD,1
O011417,2025-04-18 09:28:48,9632.26,UPI,1
O011418,2024-09-08 22:07:17,1500.55,COD,1
O011419,2025-02-03 15:56:48,2242.46,UPI,1
O011420,2025-04-19 09:26:51,210.59,COD,1
O011421,2024-10-08 22:40:32,1240.46,COD,1
O011422,2024-05-01 12:24:44,4651.86,COD,1
O011423,2024-08-12 14:43:12,1727.72,UPI,1
O011424,2025-06-19 22:53:42,1494.57,NetBanking,1
O011425,2025-02-11 04:50:07,2972.39,Card,1
O011426,2025-04-21 12:01:45,6377.18,UPI,1
O011427,2024-02-18 02:24:20,5231.73,UPI,1
O011428,2024-03-12 11:42:24,3673.84,Card,1
O011429,2024-07-30 10:11:04,3534.06,Card,1
O011430,2025-01-11 19:01:09,7296.39,COD,0
O011431,2024-12-31 06:03:41,1750.44,UPI,1
O011432,2025-04-26 21:28:34,1529.0,Card,0
O011433,2024-11-06 18:17:01,848.6,UPI,1
O011434,2024-11-02 16:48:54,3545.6,UPI,1
O011435,2024-10-27 08:48:02,1266.38,UPI,1
O011436,2024-10-30 06:31:26,1288.12,COD,1
O011437,2025-03-13 16:29:05,2903.27,UPI,1
O011438,2025-03-20 14:00:54,1269.76,UPI,1
O011439,2024-12-19 00:56:33,2782.58,COD,0
O011440,2024-05-14 05:03:56,2449.64,UPI,1
O011441,2024-12-28 20:37:21,5569.23,COD,1
O011442,2024-12-23 14:24:26,2366.78,UPI,1
O011443,2025-02-03 22:05:35,9654.75,UPI,1
O011444,2024-09-02 16:29:26,2547.67,Card,1
O011445,2024-06-14 21:05:01,1644.23,COD,1
O011446,2024-06-03 05:08:14,1555.56,Card,1
O011447,2025-06-03 06:47:32,2399.01,COD,1
O011448,2025-06-25 13:34:56,4882.23,Card,1
O011449,2025-06-05 19:22:38,1878.76,NetBanking,1
O011450,2024-09-18 01:49:09,593.94,Card,1
O011451,2025-03-14 02:58:52,1074.93,COD,1
O011452,2024-09-14 22:18:54,4450.71,COD,1
O011453,2024-09-18 04:06:09,5268.08,UPI,1
O011454,2025-06-23 18:40:22,6992.05,Card,1
O011455,2025-07-28 18:54:05,4171.9,UPI,1
O011456,2025-02-17 14:32:49,12497.02,Card,1
O011457,2025-06-10 16:33:28,2227.86,UPI,1
O011458,2025-06-05 16:04:37,2215.86,COD,1
O011459,2024-07-29 21:46:19,2182.65,UPI,1
O011460,2025-06-06 13:10:03,4785.39,UPI,1
O011461,2025-03-11 08:36:52,777.88,UPI,1
O011462,2024-04-17 04:28:54,4567.06,COD,1
O011463,2025-05-15 09:39:37,1598.41,COD,1
O011464,2024-12-03 22:12:28,7222.32,NetBanking,1
O011465,2024-11-20 10:08:40,2877.79,UPI,1
O011466,2025-05-01 05:38:13,749.4,COD,1
O011467,2025-01-17 06:09:21,4634.94,UPI,1
O011468,2024-08-10 23:27:10,1770.55,Card,1
O011469,2024-03-20 17:13:51,9174.13,COD,0
O011470,2024-06-06 06:18:42,1641.54,UPI,1
O011471,2024-10-07 07:35:08,3149.37,COD,1
O011472,2024-01-15 14:58:16,1408.0,COD,1
O011473,2025-06-06 13:58:11,4258.93,COD,1
O011474,2024-08-01 20:39:53,6255.15,Card,1
O011475,2025-01-16 08:17:33,1114.29,UPI,1
O011476,2025-06-06 20:49:19,1803.72,UPI,1
O011477,2025-06-18 04:30:42,2061.12,COD,0
O011478,2024-04-24 07:46:41,738.68,NetBanking,1
O011479,2025-05-05 23:35:33,5642.54,COD,1
O011480,2024-09-05 12:17:48,4206.09,UPI,1
O011481,2025-04-03 16:42:49,7277.66,COD,1
O011482,2025-04-12 05:04:41,8192.43,COD,1
O011483,2024-01-26 11:31:47,1900.33,UPI,1
O011484,2024-02-12 14:41:49,2771.94,NetBanking,1
O011485,2024-12-12 23:51:03,578.14,UPI,1
O011486,2025-01-30 09:44:37,9085.21,UPI,1
O011487,2025-04-13 13:57:25,4016.32,Card,1
O011488,2024-01-14 11:45:18,2242.89,COD,1
O011489,2025-03-15 01:14:00,4974.88,UPI,1
O011490,2024-04-18 13:46:58,1521.59,UPI,1
O011491,2025-07-25 09:09:33,9716.28,COD,1
O011492,2024-01-11 17:16:50,9167.36,UPI,1
O011493,2024-09-06 12:40:17,1163.81,Card,1
O011494,2025-01-14 10:59:53,5542.74,Card,1
O011495,2024-12-23 11:54:21,5672.65,UPI,1
O011496,2025-04-14 09:56:05,6905.82,Card,1
O011497,2025-05-07 11:38:14,6779.44,COD,1
O011498,2024-05-24 07:31:32,5164.87,COD,1
O011499,2024-03-23 09:21:58,3308.06,UPI,1
O011500,2025-02-24 20:11:29,3344.6,UPI,1
O011501,2024-10-12 18:51:53,9393.6,COD,1
O011502,2025-05-13 11:48:06,5282.68,UPI,1
O011503,2025-04-02 01:52:16,4815.82,COD,0
O011504,2024-07-29 18:27:01,5720.19,UPI,1
O011505,2025-03-27 01:49:43,6859.2,UPI,1
O011506,2024-04-20 06:18:04,991.44,NetBanking,1
O011507,2024-01-13 18:12:48,4850.58,Card,1
O011508,2024-03-23 23:40:21,4275.51,COD,1
O011509,2024-06-18 08:36:36,3682.95,UPI,0
O011510,2025-07-30 00:44:30,2407.2,UPI,1
O011511,2024-11-27 17:13:49,1950.57,COD,1
O011512,2024-11-04 08:25:45,5088.04,COD,1
O011513,2024-01-09 12:37:16,4230.64,COD,1
O011514,2024-03-12 17:01:29,4630.07,Card,1
O011515,2025-01-26 22:38:14,2565.34,COD,0
O011516,2025-07-15 05:44:45,707.67,Card,1
O011517,2024-12-28 00:41:18,2898.05,UPI,1
